id,tipo,autor,title,seccion,categoria,video_id,video_url,description,program_id
218,video,Cyndi Lee,Day-4,,practice,900620942,https://vimeo.com/900620942,Cyndi will guide you through a specific breathing technique called Nine-Part breathing to help you feel balanced and grounded in todayâ€™s practice. This new topic will be followed with a meditation practice.,5.0
219,video,Cyndi Lee,Day-5,,practice,900619893,https://vimeo.com/900619893,Learn how to work with your body during Mindfulness meditation practice with Cyndi today.  She will demonstrate some relieving movements for those moments in meditation when you feel physically uncomfortable.,5.0
220,video,Cyndi Lee,Day-6,,practice,900623964,https://vimeo.com/900623964,"Today, Cyndi talks about how to be open to the process of meditation rather than looking for a peak experience.  This is how we will begin to get familiar with how our mind works and how to make friends with ourselves.",5.0
221,video,Cyndi Lee,Day-7,,practice,900623072,https://vimeo.com/900623072,"In this practice day, Cyndi will guide you through a grounding exercise and Nine-Part breathing.  We will practice Mindfulness Meditation and conclude with another round of Nine-Part breathing.",5.0
222,video,Cyndi Lee,Day-8,,practice,900617692,https://vimeo.com/900617692,"Today, Cyndi reviews the benefits of Mindfulness Meditation; how to recognize them and how your practice helps grow your capacity for stability, clarity and strength.",5.0
223,video,Cyndi Lee,Day-9,,practice,900622084,https://vimeo.com/900622084,Learn the 5 traditional obstacles you might experience during your Mindfulness Meditation practice in todayâ€™s lesson. Cyndi will discuss the antidote and how itâ€™s no big deal,5.0
224,video,Cyndi Lee,Day-10,,practice,900688233,https://vimeo.com/900688233,Today is the final day of this Mindfulness Meditation challenge!  Cyndi will fuel you with a  pep talk on continuing to grow your meditation practice and two more powerful benefits that you will experience if you keep up your practice.,5.0
225,video,Monique Andrews,Regulate Emotions,cope_daily,N/A,891849562,https://vimeo.com/891849562,A practice that helps you process an emotion that you're struggling with.,
226,video,Tamara MacIntyre,Understanding Grief,cope_daily,N/A,891847723,https://vimeo.com/891847723,An affirmation for those experiencing grief - there's no right or wrong way to feel it.,
227,video,Monique Andrews,Challenges,cope_daily,N/A,869992238,https://vimeo.com/869992238,"Find the inspiration to get past the worry and anxiety of a problem you're facing with cōpe co-founder, Dr. Monique Andrews.",
228,video,Monique Andrews,There's Always a Way,cope_daily,N/A,869993143,https://vimeo.com/869993143,Inspiration for those days when you can't see the finish line of your current path.,
229,video,Tamara MacIntyre,Embodiment,cope_daily,N/A,860693592,https://vimeo.com/860693592,Affirmation that you are not the only person who feels disconnected from your body during illness and how your relationship to your body changes when you're in recovery.,
230,video,Monique Andrews,Miracles,cope_daily,N/A,860694455,https://vimeo.com/860694455,Change your perspective and find the space to be in the love and the beauty as you work toward healing.,
231,video,Tamara MacIntyre,One Commitment ,cope_daily,N/A,860694521,https://vimeo.com/860694521,Use this grounding practice to give you a sense of momentum and commitment to yourself.,
232,video,Monique Andrews,Pocket Pema,cope_daily,N/A,860695547,https://vimeo.com/860695547,cōpe co-founder Dr. Monqiue Andrews pulls inspiration from Pema Chodron for your day ahead.,
233,video,Tamara MacIntyre,Time,cope_daily,N/A,860695673,https://vimeo.com/860695673,Explore how the construct of time changes when you're experiencing an illness or health challenge.,
234,video,Tamara MacIntyre,The Body Needs Rest,cope_daily,N/A,891852400,https://vimeo.com/891852400,Learn why prioritizing rest is crucial when your body is experiencing a challenge or illness.,
236,video,Monique Andrews,The KISS Principle,cope_daily,N/A,888983978,https://vimeo.com/888983978,"When life seems complicated, pull out this principle to bring things back into perspective.",
237,video,Monique Andrews,Mindfulness,cope_daily,N/A,888983478,https://vimeo.com/888983478,For the mindfulness doubters - the science-based ancient wisdom practices that can help you get out of the turbulence of your mind and into the joy of your beautiful heart.,
238,video,Juliette Savin,Hip Strengthening ,cope_daily,N/A,898859597,https://vimeo.com/898859597,This dynamic workout is designed to strengthen the muscles around the pelvis to keep the hips healthy and strong. ,
239,video,Monique Andrews,Find Your Tree,cope_daily,N/A,903326349,https://vimeo.com/903326349,"A guided meditation that leads to appreciating a magnificent gift of nature, trees.",
240,video,Monique Andrews,Managing Thoughts,cope_daily,N/A,903331934,https://vimeo.com/903331934,Learn a practice that helps you manage your thoughts.,
241,video,Chef Perla,Introduction: Meet Chef Perla,,planning,904788889,https://vimeo.com/904788889,Hear from Chef Perla what you can expect to learn over the next 21 days. She shares her story and how she found her way to be so passionate about healthy eating.,6.0
242,video,Chef Perla,Getting Organized,,planning,904922437,https://vimeo.com/904922437,"Chef Perla reviews the basic kitchen equipment you'll need to set yourself up for success. She'll also go over all ingredients used in the series and shows you what you'll need to make the recipes you'll find in the coming two weeks.
",
243,video,Chef Perla,Basic Knife Skills,,planning,904923124,https://vimeo.com/904923124,We're all about safety - learn how to use a knife safely and the importance of mise en place when it comes to batch cooking. She'll demonstrate how to prep the ingredients you'll need in recipes later in the challenge.,
244,video,Chef Perla,Boiling and Simmering,,planning,904923751,https://vimeo.com/904923751,"Learn some basic techniques while cooking beans and grains to help you batch cook ingredients for the recipes at the end of the series.
",
245,video,Chef Perla,Building Flavor with the Tastes,,planning,904801992,https://vimeo.com/904801992,"Learn how sweet, salty, bitter, sour and umami can elevate your cooking and where you can find these tastes to use them in your cooking.",
246,video,Chef Perla,Steaming Vegetables,,planning,904867259,https://vimeo.com/904867259,Chef Perla demonstrates best practices when it comes to steaming foods and retaining their nutritional value.,
247,video,Chef Perla,Sauté with Confidence,cope_daily,N/A,904924553,https://vimeo.com/904924553,"In this commonly used dry heat cooking method, Chef Perla will show you how to do it like a total professional by adding flavors and sauces.",
248,video,Chef Perla,Build a Wholesome Bowl,,planning,904925348,https://vimeo.com/904925348,"Assemble a delicious Buddha Bowl for your lunch or dinner! Chef Perla will give you tips of what you can add to make it even more flavorful for your palate. 
",
249,video,Chef Perla,Mindful Eating Meditation,,planning,904925948,https://vimeo.com/904925948,Take a mindful moment with your food to express gratitude for the nourishment it provides your body.,
250,video,Tamara MacIntyre,Journal Prompts for Introspection,cope_daily,N/A,893653686,https://vimeo.com/893653686,Use these two questions to get you thinking about who you are with an illness and separate from your diagnosis.,
251,video,Tamara MacIntyre,She Let Go,cope_daily,N/A,897514165,https://vimeo.com/897514165,An inspirational poem ready by cōpe co-founder Tamara MacIntyre.,
252,video,Monique Andrews,Loneliness,cope_daily,N/A,897513968,https://vimeo.com/897513968,"Learn how connecting with others, begins with connection with ourselves.",
253,video,Tamara MacIntyre,Healing,cope_daily,N/A,906724033,https://vimeo.com/906724033,What does it mean to heal? Learn what's involved and how every step you take contributes or takes away from it.,
254,video,Monique Andrews,Meditation Tips,cope_daily,N/A,906731999,https://vimeo.com/906731999,"How to focus the mind during meditation from cōpe co-founder, Dr. Monique Andrews.",
255,video,Juliette Savin,Strengthen your Obliques Pilates,cope_daily,N/A,898859180,https://vimeo.com/898859180,In this workout we really challenge our oblique abdominal muscles by dynamically going into rotation and introducing instability while lying down on our side.,
256,video,Juliette Savin,Core Connection Pilates,cope_daily,N/A,898859838,https://vimeo.com/898859838,In this workout we mobilize our pelvis and ribcage to then connect and align them using our deep core muscles.,
258,youtube,East Forest,East Forest x Cope Ceremony for Resilience,,N/A,,,Livestream Dec 9 5pm PT / 8pm ET,
259,video,Ali Hiebert,Sensory Engagement & Chronic Illness,cope_daily,N/A,900818060,https://vimeo.com/900818060,Learn to curate positive sensory experiences to help combat the nervous system activation individuals with chronic illness experience every day.,
260,video,Tamara MacIntyre,Make Time and Trust,cope_daily,N/A,908154829,https://vimeo.com/908154829,Learn to know and trust that carving out time for habits will increase your resilience and ability to adapt to your individual circumstances.,
261,video,Bianca Spears,Introduction to intentional laughter ,cope_daily,N/A,879325208,https://vimeo.com/879325208,"Through life you may have been taught to laugh only at things that are ""funny"". This limits our chances for a good belly laugh, as humor is subjective and doesn't allow us more than a few seconds of laughter at a time. Intentional laughter (used in both Laughter Yoga and Laughter Wellness) is about choosing to allow laughter, which in itself is an empowering act that can lead to choice, allowing and empowerment in other areas. Press play to find out a little more about intentional laughter and what to do if you feel resistant to it..",7.0
262,video,Bianca Spears,Laughter & Breath,cope_daily,N/A,879329730,https://vimeo.com/879329730,"Laughter is breath, and this session will help you to warm up your laughter muscles and breathe deeply, getting you used to laughing on purpose and oxygenating your cells. ",7.0
263,video,Bianca Spears,Laughter benefits,cope_daily,N/A,879328269,https://vimeo.com/879328269,"Laughter offers a world of benefits physically, mentally, emtionally, spiritually and socially - some that you may have never thought of or even heard of! Let's dive into some of the science-backed results our intentional laughter practices can provide.",7.0
264,video,Bianca Spears,Before We Begin,cope_daily,N/A,879327391,https://vimeo.com/879327391,Here's a quick run through of what to do and what to remember to make the most of this series and each video within it. ,7.0
265,video,Bianca Spears,Energizer Session ,cope_daily,N/A,879331025,https://vimeo.com/879331025,This session helps you to rev up your playfulness and provides a wake-up and shake up to get your body and brain firing - all while you giggle and breathe! ,7.0
266,video,Bianca Spears,Playing with Laughter Dynamics,cope_daily,N/A,879431290,https://vimeo.com/879431290,"We've started to build the laughter and play muscles, so now let's play with the elements that make up a laughter session - for the fun of it and the health of it.",7.0
267,video,Bianca Spears,When it All Goes Wrong,cope_daily,N/A,879432834,https://vimeo.com/879432834,"Laughter is a powerful tool for emotional regulation, the diffusion of ""negative"" energy and rewiring the way we think and feel about things. Of course, our days and lives don't always go to plan or the way we'd hoped they would, and in this session, we'll laugh our way through a series of unfortunate events in a day where everything seems to be going wrong. This is our reminder that you can choose to hold on to frustration, anger or other emotions, or to laugh and let go, moving forward more carefree and resilient than ever.",7.0
268,video,Bianca Spears,Cultivating Gratitude ,cope_daily,N/A,879434478,https://vimeo.com/879434478,"Gratitude has a profound effect on our wellbeing. Just 2-3 minutes in deep appreciation can align the activity of our heart and our brain, and studies have shown that those who are more grateful live longer lives than those who are not. In our last session we chose to laugh through things that went wrong, and now we're going to build on the things that we like and love in our lives, actively cultivating appreciation, love and gratitude within ourselves and sharing it around. ",7.0
269,video,Bianca Spears,Free to be me,cope_daily,N/A,879436064,https://vimeo.com/879436064,"It's time to connect to (and free) the playful, joyful child within - get your play pants ready and prepare for a trip down memory lane as we play in ways you may not have for years...or ever!",7.0
270,video,Bianca Spears,I create my own sunshine,cope_daily,N/A,879344725,https://vimeo.com/879344725,"This session is certainly not the beginning of you creating your own sunshine, and if you've been following the series so far, you've been creating a lot lately! In dark and turbulent times, we can find ourselves lost in the storm and this session is a reminder to you today and always that you can create your own joy, fun, radiance",7.0
271,video,Bianca Spears,I am my own hero,cope_daily,N/A,907146347,https://vimeo.com/907146347,"All too often we forget the power we have within us to create change, even through simple things like our breath, our bodies and our perspective. As we shift through the session, you'll realise and remember that it is you who has brought you through your most challenging days, and that it's you who can keep moving you forward - it's you - resilient, brilliant you. ",7.0
274,video,Bianca Spears,Love and thanks for my body,cope_daily,N/A,879439593,https://vimeo.com/879439593,"When our bodies function in ways that have changed, due to age, accidents, injury or illness, we can find ourselves distrusting or disliking the body that we live in, which is detrimental to our physical, emotional and mental wellbeing. In this session we embrace the healing power of love and appreciation as we acknowledge, marvel at and celebrate your body's brilliance, and focus on what it can do, has done and continues to do. ",7.0
275,video,Tamara MacIntyre,Where Meditation Meets Poetry,cope_daily,N/A,910183729,https://vimeo.com/910183729,Discover how writing poetry can help you on your healing journey with Dr. Rachna Chowla.,
276,link,Tamara MacIntyre,Foster Collaboration with your Healthcare Team,cope_daily,N/A,,,Collaboration between patients and their healthcare teams is essential for effective and patient-centered care. This article gives tips on how you can invite and foster collaboration in a way that supports your journey best.,8.0
277,link,Talia Halberor,3-Day Healing Reset,cope_daily,N/A,,,Explore the possibilities that await just by reflecting on thoughts and feelings that affect the way a life-limiting illness can manifest in your physical body. Learn how you can reframe your past in a way that helps you build the future following a diagnosis and teach your body peace and calm to give it the space it needs to foster healing.,
278,link,Monique Andrews,Advice for New Meditators,,N/A,,,"Meditation is a practice, it's not perfect. When you can learn to resist the temptation to indulge your mind, there is a great deal of more freedom. Try these tips to help you get the most out of the next 10 days.",9.0
279,link,Cyndi Lee,Meditation Program by Cyndi Lee,,N/A,,,"Have you tried meditation and thought that it just wasn't for you? We consider mediation a practice, simply because it takes practice! This series will guide you through the hard parts so you can drop into the stillness. Even if you're a seasoned meditator, dive deeper with Cyndi Lee to be more mindful in your practice with this upcoming 10-day program.",
280,video,Jillian Farrell,Introduction to Calm the Mind,cope_daily,N/A,906382735,https://vimeo.com/906382735,A health challenge can send our brains spinning in a million different directions. This program was designed to help you slow down and find stillness.,9.0
282,video,Monique Andrews,Who is cōpe For?,cope_daily,N/A,912643752,https://vimeo.com/912643752,Explore how mental health is physical health.,
283,video,Tamara MacIntyre,Love Your Body,cope_daily,N/A,912642859,https://vimeo.com/912642859,"Come to the understanding that who you are in your body is not all that you are, but instead one in the same.",
284,video,Ali Hiebert,Bringing Comfort to a Medical Environment,cope_daily,N/A,912644214,https://vimeo.com/912644214,Learn how to find and use beauty around you to comfort your mind while immersed in a highly medical environment.,
285,video,Tamara MacIntyre,Pause Into a New Perspective,cope_daily,N/A,907451181,https://vimeo.com/907451181,A strategy to discern if what you're feeling is real or if there's a way you can change your circumstances to address it.,
286,video,Monique Andrews,Walk Toward Beauty,cope_daily,N/A,907453119,https://vimeo.com/907453119,Inspiration from Rumi and cōpe co-founder Dr. Monique Andrews to choose how you view resilience building practices.,
287,video,Monique Andrews,Soften Your Heart,cope_daily,N/A,907453934,https://vimeo.com/907453934,Learn how to move away from the hardening of the heart that gets in our way of finding peace.,
288,video,Laia Bové,Fun & Joyful Movement,cope_daily,N/A,912874468,https://vimeo.com/912874468,"Join this 30-minute Fun & Joyful Movement class to add a burst of happiness to your day! This class is ideal for when you want to move your body in a joyful, low-impact way. We focus on movements that uplift your mood and are adaptable to how you feel and what you need. ",
289,video,Juliette Savin,Sitting and Standing Pilates,cope_daily,N/A,912855002,https://vimeo.com/912855002,Standing and sitting are complex movements that can become difficult as we lose strength. Practicing the various parts of the movements separately can help take the away the fear and restore confidence in one's own body. ,
290,video,Tamara MacIntyre,Where Meditation Meets Poetry,cope_daily,N/A,913380149,https://vimeo.com/913380149,Discover how writing poetry can help you on your healing journey with Dr. Rachna Chowla.,
291,video,Monique Andrews,What Does Chronic Mean,cope_daily,N/A,913392101,https://vimeo.com/913392101,Explore your place on the spectrum of â€œchronicâ€ illness with cōpe.,
292,video,Monique Andrews,Platform Overview and FAQ,cope_daily,N/A,913553730,https://vimeo.com/913553730,"For those new to our community, cōpe co-founders and staff give you their top tips and tricks to navigating the cōpe platform like a pro.",
293,video,Tamara MacIntyre,Prioritizing Laughter and Positivity During Active Treatment,cope_daily,N/A,914604299,https://vimeo.com/914604299,"cōpe co-founder, Tamara MacIntyre, sits down with Leeanne to discuss the importance of finding humor in life and maintaining a positive attitude as you undergo treatment to inspire you on your own journey.",
296,video,Juliette Savin,Pilates for Balance,cope_daily,N/A,915529350,https://vimeo.com/915529350,"In this class, we test out balance by lifting our heels off the floor and then one leg off the floor. This is challenging for the whole body but especially the legs, that need to be strong for good balance. ",
297,video,Laia Bové,Sun Salutation-Inspired Flow for Seasonal Change,cope_daily,N/A,917110990,https://vimeo.com/917110990,"This class is for when you are going through any transition, whether seasonal or any other, to give you a boost of energy and confidence.",
298,video,Monique Andrews,The Love Drug,,N/A,917317010,https://vimeo.com/917317010,"Learn about oxytocin and the activities you can do to help produce the ""love drug"" chemical.",
299,video,Monique Andrews,Changing Your Biology,cope_daily,N/A,917693239,https://vimeo.com/917693239,Explore epigenetics - a research-based scientific principle that indicates our environment affects how our genes are expressed rather than our body just spitting out genetic code for a named disease or symptoms. cōpe co-founder Dr. Monique Andrews sits down with Dr. Bruce Lipton for a thought-provoking interview.,
300,video,Laia Bové,Yoga for Beginners,cope_daily,N/A,916404749,https://vimeo.com/916404749,"Perfect for those new to yoga who are managing health conditions, this short session introduces basic poses at a gentle pace. Experience the benefits of yoga, such as increased flexibility and stress relief, in a safe, welcoming environment. ",
301,video,Ali Hiebert,Mirroring Exercise,cope_daily,N/A,916403827,https://vimeo.com/916403827,Learn about the practice of self-witnessing and how it might help you cope with what you're facing.,
302,video,Tamara MacIntyre,There is Calm After the Storm,,N/A,918371626,https://vimeo.com/918371626,An inspirational video to help you weather whatever storm you're in.,
303,video,Tamara MacIntyre,There is Calm After the Storm,cope_daily,N/A,918371626,https://vimeo.com/918371626,An inspirational video to help you weather whatever storm you're in.,14.0
304,video,Monique Andrews,Checking your Internal Weather,,N/A,919146147,https://vimeo.com/919146147,Try using this technique as a barometer for your emotions.,
305,video,Ali Hiebert,Cheers!,,N/A,919378895,https://vimeo.com/919378895,Learn a way to celebrate everyday things.,
306,video,Ali Hiebert,The Traveling Altar: A Secret Healing Weapon,cope_daily,N/A,919379864,https://vimeo.com/919379864,Learn how a traveling altar might be the best thing you make this year and how it can be beneficial in supporting your healing journal while in a medical setting or traveling.,
308,video,Jillian Farrell,Enhance Well-Being Introduction,cope_daily,N/A,920090541,https://vimeo.com/920090541,Enhance Well-Being Introduction,11.0
309,video,Jillian Farrell,Resilience-Building for Everyone Introduction,cope_daily,N/A,920092274,https://vimeo.com/920092274,Resilience-Building for Everyone Introduction,12.0
310,video,Jillian Farrell,Connect with Yourself Introduction,cope_daily,N/A,920092407,https://vimeo.com/920092407,Connect with Yourself Introduction,13.0
312,video,Jillian Farrell,Sleep Better Introduction,cope_daily,N/A,920096869,https://vimeo.com/920096869,Sleep Better Introduction,15.0
315,video,Scott Shigeoka,Exercising Curiosity to Transform your Life,cope_daily,N/A,920495046,https://vimeo.com/920495046,"Explore the heart-centered practice of curiosity and how it can transform your overall well-being and relationships with cōpe co-founder Dr. Monique Andrews and author of Seek: How Curiosity can Transform your Life and Change the World, Scott Shigeoka.",
316,video,Tamara MacIntyre,Just Breathe,cope_daily,N/A,920595511,https://vimeo.com/920595511,A guided moment for a deep breath when you need it most.,
317,video,Tamara MacIntyre,Growth isn't Easy,,N/A,920597423,https://vimeo.com/920597423,"Look at growth from a new perspective, and end with a guided journal prompt to reflect on your journey.",
318,video,Tamara MacIntyre,Growth isn't Easy,,N/A,920597423,https://vimeo.com/920597423,"Look at growth from a new perspective, and end with a guided journal prompt to reflect on your journey.",
323,video,Laia Bové,A Meditation and Mudra for Courage,cope_daily,N/A,921748960,https://vimeo.com/921748960,"Tailored for those facing health challenges, this session combines gentle mudras (hand gestures) and calming meditation techniques. It's designed to bolster your inner strength, enhance resilience, and infuse your day with courage in a gentle way.",
324,video,Ali Hiebert,Morning Routines,,N/A,922300503,https://vimeo.com/922300503,Grab some ideas from Ali to inspire your morning routine.,
325,video,Monique Andrews,Neuroplasticity with Dr. Bruce Lipton,,N/A,923376305,https://vimeo.com/923376305,In an excerpt from the full cōpe SPECIAL Drs. Monique Andrews and Bruce Lipton discuss the ability of the brain to change and reorganize with habits.,
326,video,Tamara MacIntyre,Being Mindful,,N/A,923400835,https://vimeo.com/923400835,"A quick refresher in how you can be more present throughout your day.
",
327,video,Tamara MacIntyre,Being Mindful,cope_daily,N/A,923400835,https://vimeo.com/923400835,A quick refresher in how you can be more present throughout your day.,
328,video,Monique Andrews,Curiosity is Contagious,cope_daily,N/A,923401447,https://vimeo.com/923401447,"In this excerpt from the cōpe SPECIAL: How Curiosity can Transform your Life, Scott Shigeoka sits down with cōpe co-founder, Dr. Monique Andrews, to illustrate the idea of how being curious is contagious to those around you.",
329,video,Ali Hiebert,Be Where Your Feet Are,cope_daily,N/A,924459608,https://vimeo.com/924459608,Learn the importance of acknowledging where you are so you can find perspective in where you're going.,
330,video,Monique Andrews,Getting Creative with Uncertainty,,N/A,924460733,https://vimeo.com/924460733,Use this exercise to channel your uncertainty ahead of treatment or between treatment activities into creativity.,
331,video,Monique Andrews,Bruce Lipton,,N/A,925047689,https://vimeo.com/925047689,Bruce Lipton,
332,video,Ali Hiebert,Becoming Embodied During Illness,cope_daily,N/A,925497756,https://vimeo.com/925497756,"Living with chronic illness her entire life, Ali Hiebert inspires others to examine their relationship to their bodies and do the hard work to validate yourself as a human with feelings and emotions in a body that produces pain or suffering. In this thought provoking conversation with cōpe co-founder, Tamara MacIntyre, you’ll find understanding and practical advice to connect with your body while in the throws of chronic illness, a life-limiting diagnosis, or health challenge.",
333,video,Monique Andrews,Managing Distractions,cope_daily,N/A,926622426,https://vimeo.com/926622426,"Do you find yourself struggling through mindfulness practices like meditation due to distractions? Check out Dr. Mo's advice on managing those thoughts for a better experience.
",
334,video,Ali Hiebert,The Power of a Talisman,,N/A,926622904,https://vimeo.com/926622904,Learn how to find power in everyday things.,
335,video,Dr. Sammy Winemaker,Keys to Navigating a Life-Changing Diagnosis,cope_daily,N/A,928414375,https://vimeo.com/928414375,"In this podcast-style interview, cōpe co-founder Tamara MacIntyre, sits down with palliative care physician Dr. Sammy Winemaker to discuss her seven keys to navigate a life-changing diagnosis. Dr. Winemaker, author of the book Hope for the Best, Plan for the Rest, understands that when you are diagnosed with a life-changing illness it can be overwhelming and has provides two printable resources to help guide you at home as you navigate a journey for yourself or a loved one.",
336,video,Monique Andrews,The Best time for Mindfulness,,N/A,929731774,https://vimeo.com/929731774,The answer to a common question from our cōpe community from co-founder Dr. Monique Andrews.,
337,video,Tamara MacIntyre,Stress Happens in our Brain,cope_daily,N/A,929732297,https://vimeo.com/929732297,Learn more about the physiology of stress and how you can use your mind to help your body by interpreting it.,
338,video,Laia Bové,Restorative Yoga for When You're Exhausted,cope_daily,N/A,929730774,https://vimeo.com/929730774,"If you're ready to let go and relax, this 20-minute restorative class will be ideal. Come as you are.
",
340,video,Ali Hiebert,Post Traumatic Growth,,N/A,930398632,https://vimeo.com/930398632,"Examining post traumatic growth as a concept, how we can move towards that and factors that contribute to our resilience",
341,video,Dr. Naida Alexander,The Personal Approach of Integrative Medicine,cope_daily,N/A,932067152,https://vimeo.com/932067152,"Through her research, Dr. Naida Alexander has found a well-defined roadmap for radical remission of diseases exists based on your thoughts, emotions actions and beliefs. cōpe co-founder Dr. Monique Andrews sits down with her to discuss how this roadmap can pave the way for to healing through an integrative medicine approach.

Integrative medicine is a personalized approach to look at a whole person and explore the root of a problem through physical, mental, emotional, and spiritual pathways. Dr. Alexander will help you gain perspective on what healing looks like for individuals with a life-altering or chronic diagnosis and understand that the first step of the journey starts with you.",
342,video,Ali Hiebert,Orienting to pleasure,,N/A,933344962,https://vimeo.com/933344962,A short practice on orienting to something you find pleasurable and growing those feelings in your body,
343,video,Laia Bové,Open Your Heart | Aligning with Love and Compassion,,N/A,933348742,https://vimeo.com/933348742,This class is designed to help you release anxiety and find some space to cultivate more compassion and love for yourself and others. With accessible poses for all.,
344,video,Juliette Savin,5 Minute Pilates: Ankles and Feet,cope_daily,N/A,933494937,https://vimeo.com/933494937,"We don't often think about stretching and moving our feet and ankles but healthy feet and ankles are important to keep our knees and hips healthy. This class is for anyone who wants to work their feet and ankles. It will be particularly beneficial if you are feeling stiffness or pain in the feet, ankles and lower leg muscles.",
345,video,Juliette Savin,5 Minute Pilates: Sitting and Standing,cope_daily,N/A,933501060,https://vimeo.com/933501060,"We sit and stand without thinking about it a hundred times a day. But these are quite complex movements and it is beneficial to break them down sometimes and check our mechanics - to make sure we use the right muscles, restore alignment, and get rid of bad habits that might be causing pain. ",
346,video,Allison Brager,The Importance of Sleep and Resiliency,cope_daily,N/A,935009331,https://vimeo.com/935009331,"In this interview with Allison Brager, PhD explore how sleep deficiencies can both lead to health challenges and be a symptom of a chronic condition post-diagnosis. She offers her best advice on how to get restorative sleep and practice better sleep hygiene. ",
347,video,Laia Bové,Discovering Your Intention,,N/A,935620099,https://vimeo.com/935620099,"Join Laia and Brandon for an accessible movement practice designed to be performed seated on a chair, on the ground, or your bed. You'll be invited to breathe and move in a way that allows you to tap into intentionality and purpose as you discover what you need in every moment. Come as you are.",
348,video,Ali Hiebert,Questions for Redefining Success,,N/A,936828523,https://vimeo.com/936828523,A story and prompts on setting realistic goals and measurements of growth.,
349,video,Laia Bové,Yoga and Affirmations for Abundance,,N/A,938662904,https://vimeo.com/938662904,A practice to help you connect with your inner abundance.,
350,video,Ali Hiebert,Thresholds,,N/A,939126396,https://vimeo.com/939126396,"Examine what a threshold is, how it applies to your life and rituals for noticing the in-between spaces where we crossover the various thresholds of our lives.",
351,video,Charlie Moult,Breathwork to Soothe the Soul,,N/A,939136769,https://vimeo.com/939136769,In this practice you'll use the breath to ease what's troubling your heart and mind to soothe your soul.,
352,video,Juliette Savin,5 Minute Pilates: Neck Release,cope_daily,N/A,939149248,https://vimeo.com/939149248,In this short session we go through movements to release the neck.,
353,video,Juliette Savin,5 Minute Pilates: Shoulders,cope_daily,N/A,939152721,https://vimeo.com/939152721,A short session to strengthen the shoulders and relieve tension in the upper back.,
354,video,Laia Bové,Accessible Yoga for the Hips,,N/A,939684712,https://vimeo.com/939684712,A practice to open the hips with modifications provided for those who need extra-gentle movement.,
355,video,Laia Bové,15 Minutes to More Presence,,N/A,939693704,https://vimeo.com/939693704,"When you're stressed and anxiety threatens to take over, do you have a go-to meditation or yoga practice to support you and help you realign? Moving your body is a great way to pause and return to the present moment. Join me for this accessible practice designed to bring you back to yourself.",
356,video,Lisa Kaufman,Health Agency: Ask the Hard Questions,cope_daily,N/A,943081728,https://vimeo.com/943081728,"When people are given a life-changing diagnosis they feel a plethora of emotions that often lead to being overwhelmed when decisions need to be made. In this interview, cōpe co-founder Tamara MacIntyre sits down with aging life care manager and certified end of life doula Lisa Kaufman to discuss what it means to have agency over your treatment options and navigate the concepts of quality of life and quantity of life following a diagnosis.",
357,video,Ali Hiebert,Cultivating Internal Safety,,N/A,943065324,https://vimeo.com/943065324,Explore internal vs. external safety and how you can orient to internal feelings of safety rather than trying to find safe spaces.,
358,video,Ali Hiebert,Somatic Movement for Emotional Processing,cope_daily,N/A,943065959,https://vimeo.com/943065959,A brief introduction into non-linear movement and why somatic movement might be helpful in processing emotions.,
359,video,Dr. Ava Satnick,Practices for Chronic Pain,cope_daily,N/A,945893751,https://vimeo.com/945893751,"In this conversation between cōpe co-founder Dr. Monique Andrews and Dr. Ava Satnick, the viewer will feel inspired to give themself grace and find helpful advice on how to live a more balanced life with chronic illness or pain. ",
360,video,Dr. Ava Satnick,Practices for Chronic Pain,,N/A,945893751,https://vimeo.com/945893751,"In this conversation between cōpe co-founder Dr. Monique Andrews and Dr. Ava Satnick, the viewer will feel inspired to give themself grace and find helpful advice on how to live a more balanced life with chronic illness or pain. ",
361,video,Monique Andrews,The Science of Resilience,,N/A,866490421,https://vimeo.com/866490421,cōpe co-founder Dr. Monique Andrews explains the science of resilience and how cōpe's science-based resilience practices can better help you cope with whatever you're facing.,
362,video,Leeanne Grassnick,Embracing Our Mortality,cope_daily,N/A,948376765,https://vimeo.com/948376765,"In this conversation with Leeanne Grassnick, cōpe co-founder Tamara MacIntyre encourages us to find the courage to evaluate fears, contemplate various beliefs and understand the tactical realities you should plan for as you or someone you care for moves toward the end of life.",
363,video,Ali Hiebert,Why Hysteria is Historical,,N/A,943067263,https://vimeo.com/943067263,"We tend to avoid hysterical reactions out of fear there's something wrong with us, but what if there was more under the surface?",
364,video,Ali Hiebert,Choosing Resiliency,,N/A,943068530,https://vimeo.com/943068530,"Resiliency isn't something we stumble into, it's something we choose.",
365,video,Becca Horvath,Heart Opening Chair Yoga,cope_daily,N/A,946623923,https://vimeo.com/946623923,In this practice you'll work on expanding the heart and chest space while seated in a chair.,
366,video,Laia Bové,Yoga for IBD | Restful Postures,cope_daily,N/A,951154243,https://vimeo.com/951154243,"This yoga class is for those with IBD or any GI disorder, or for when you're in a flare-up and low on energy.",
367,video,Ali Hiebert,Embodied Curiosity Practice,,N/A,951576307,https://vimeo.com/951576307,A guided practice and a brief exploration into embodied curiosity.,
